牛膝,治疗,肝肾亏虚
欧白英,治疗,季节性风湿病
欧当归,治疗,神经疾病
欧当归,治疗,慢性心脏病
欧夏至草,治疗,慢性病
鸡麻,治疗,血虚肾亏
山姜,治疗,噫气
碱黄鹤菜,治疗,疮肿疗毒
姜,治疗,肢冷脉微
姜,治疗,寒饮喘咳
郁金,治疗,肩臂痹痛
温郁金,治疗,多种皮肤病
姜黄,治疗,肩臂痹痛
浆果醉鱼草,治疗,黄疸肝炎
草珊瑚,治疗,恶性肿瘤
结香,治疗,阴湿肥
金慈姑,治疗,风湿关节痛
旋覆花,治疗,平喘镇咳
